event_id,valid_from,event_number,sequence_index,match_id,iteration_id,period_id,game_time,game_time_in_sec,duration,date_time,squad_id,team_name,attacking_squad_id,attacking_team_name,phase,player_id,player_name,player_position,player_position_side,action_type,action,body_part,body_part_extended,previous_pass_height,result,start_coordinates_x,start_coordinates_y,start_adj_coordinates_x,start_adj_coordinates_y,start_packing_zone,start_pitch_position,start_lane,end_coordinates_x,end_coordinates_y,end_adj_coordinates_x,end_adj_coordinates_y,end_packing_zone,end_pitch_position,end_lane,opponents,pressure,distance_to_goal,pxt_team,pxt_opponent,pressing_player_id,distance_to_opponent,opponent_coordinates_x,opponent_coordinates_y,opponent_adj_coordinates_x,opponent_adj_coordinates_y,pass_receiver_type,pass_receiver_player_id,pass_distance,pass_angle,dribble_distance,dribble_type,dribble_result,dribble_opponent_player_id,shot_distance,shot_angle,shot_target_point_y,shot_target_point_z,shot_woodwork,shot_gk_coordinates_x,shot_gk_coordinates_y,duel_type,duel_player_id,fouled_player_id,formation_team,formation_opponent,inferred_set_piece,set_piece_id,set_piece_category,event_id,iteration_id,valid_from,assists,ball_loss_added_opponents,ball_loss_added_opponents_defenders,ball_loss_number,ball_loss_removed_teammates,ball_loss_removed_teammates_defenders,ball_win_added_teammates,ball_win_added_teammates_defenders,ball_win_number,ball_win_removed_opponents,ball_win_removed_opponents_defenders,bypassed_defenders,bypassed_defenders_by_action_second_ball,bypassed_defenders_receiving,bypassed_defenders_wo_verification,bypassed_opponents,bypassed_opponents_by_action_second_ball,bypassed_opponents_defenders_raw,bypassed_opponents_midfield,bypassed_opponents_number,bypassed_opponents_raw,bypassed_opponents_receiving,bypassed_opponents_receiving_dueto_verification,bypassed_opponents_receiving_number,bypassed_opponents_wo_verification,critical_ball_loss_number,def_pxt_active,def_pxt_attack,def_pxt_ball_loss,def_pxt_ball_win,def_pxt_block,def_pxt_defend,def_pxt_dribble,def_pxt_foul,def_pxt_novideo,def_pxt_other,def_pxt_pass,def_pxt_setpiece,def_pxt_shot,defensive_touches,distance_to_goal_covered_dribble,distance_to_goal_covered_fdr,expected_goal_assists,expected_passes,expected_shot_assists,goals,lost_aerial_duels,lost_ground_duels,neutral_passes,neutral_play_number,number_of_presses,offensive_touches,opp_pxt_ball_loss,opp_pxt_ball_win,opp_pxt_block,opp_pxt_dribble,opp_pxt_foul,opp_pxt_no_video,opp_pxt_pass,opp_pxt_setpiece,opp_pxt_shot,owngoals,packing_xg,postshot_xg,pre_assists,pxt_attack,pxt_ball_win,pxt_block,pxt_defend,pxt_dribble,pxt_foul,pxt_fouled,pxt_no_video,pxt_other,pxt_pass,pxt_passive,pxt_rec,pxt_setpiece,pxt_shot,red_card,reverse_play_added_opponents,reverse_play_added_opponents_defenders,reverse_play_number,second_ball_start,second_ball_win,second_yellow_card,shot_assists,shot_at_goal_number,shot_at_goal_number_blocked,shot_at_goal_number_caught,shot_at_goal_number_on_target,shot_at_goal_number_other,shot_at_goal_number_saved,shot_at_goal_number_success,shot_at_goal_off_target_number,shot_creating_actions,shot_xg,shot_xg_from_passes,successful_passes,unsuccessful_passes,won_aerial_duels,won_ground_duels,yellow_card
6292366162,2026-08-04,10,2,253928,1918,1,00:11.3461,11.3461,1.1249,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,ATTACKING_TRANSITION,41978,Maxi Rodriguez,CENTRAL_MIDFIELD,CENTRE_RIGHT,PASS,LOW_PASS,FOOT,FOOT_RIGHT,,SUCCESS,-10.1,-0.2,10.1,0.2,CBC,MIDDLE_THIRD,CENTER,-2.9,4.4,2.9,-4.4,CBC,MIDDLE_THIRD,CENTER,11,40,42.4,0.004562,0.000749,,ONE_METER,-10.1,1.1,10.1,-1.1,TEAMMATE,53323,8.5,212.3,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366162,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000349,-0.000349,,,,,,,,,,,,,,,,0.970183,,,,,,1,,,,,,,,,-0.000349,,,,,,,0.000413,,,,,,,,,0.000826,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
6292366163,2026-08-04,11,2,253928,1918,1,00:12.4710,12.471,0.0001,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,53323,Kobe Hernández-Foster,DEFENSE_MIDFIELD,CENTRE,RECEPTION,AVAILABILITY_IN_THE_BACK,FOOT_LOW,FOOT_RIGHT,LOW,,-2.9,4.4,2.9,-4.4,CBC,MIDDLE_THIRD,CENTER,,,,,,,,11,0,49.8,0.005388,0.0004,,MORE_THAN_FOUR_METERS,,,,,,,,,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366163,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000349,0.000349,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.000413,,,,,,,,,,,0.000826,,,,,,,,,,,,,,,,,,,,,,,,,,
6292366164,2026-08-04,12,2,253928,1918,1,00:12.4711,12.4711,1.2249,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,53323,Kobe Hernández-Foster,DEFENSE_MIDFIELD,CENTRE,DRIBBLE,DRIBBLE,FOOT_LOW,FOOT_RIGHT,,SUCCESS,-2.9,4.4,2.9,-4.4,CBC,MIDDLE_THIRD,CENTER,-1,4.1,1,-4.1,CBC,MIDDLE_THIRD,CENTER,11,0,49.8,0.005388,0.0004,,MORE_THAN_FOUR_METERS,,,,,,,,,1.922091792,CARRY,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366164,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.000349,,,,,,,,,,-0.000826,,,,-0.000826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292366165,2026-08-04,13,2,253928,1918,1,00:13.6960,13.696,1.378,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,53323,Kobe Hernández-Foster,DEFENSE_MIDFIELD,CENTRE,PASS,LOW_PASS,FOOT,FOOT_LEFT,,SUCCESS,-1,4.1,1,-4.1,CBC,MIDDLE_THIRD,CENTER,8,-7.4,-8,7.4,CBC,MIDDLE_THIRD,CENTER,11,20,51.7,0.004562,0.000749,,THREE_METERS,-3.4,2.8,3.4,-2.8,TEAMMATE,48510,14.6,127.8,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366165,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000171,-0.000171,,,,,,,,,,,,,,,,0.995213,,,,,,1,,,,,,,,,-0.000171,,,,,,,-0.001733,,,,,,,,,-0.001733,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
6292366166,2026-08-04,14,2,253928,1918,1,00:15.0740,15.074,0.0001,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,48510,Callum Montgomery,CENTRAL_DEFENDER,CENTRE_LEFT,RECEPTION,AVAILABILITY_IN_THE_BACK,FOOT_LOW,FOOT_LEFT,LOW,,8,-7.4,-8,7.4,CBC,MIDDLE_THIRD,CENTER,,,,,,,,11,0,60.9,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,,,,,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366166,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292366167,2026-08-04,15,2,253928,1918,1,00:15.0741,15.0741,0.8379,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,48510,Callum Montgomery,CENTRAL_DEFENDER,CENTRE_LEFT,DRIBBLE,DRIBBLE,FOOT_LOW,FOOT_LEFT,,SUCCESS,8,-7.4,-8,7.4,CBC,MIDDLE_THIRD,CENTER,7.1,-7.3,-7.1,7.3,CBC,MIDDLE_THIRD,CENTER,11,0,60.9,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,,,,,0.8606357776,CARRY,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366167,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292366168,2026-08-04,16,2,253928,1918,1,00:15.9120,15.912,1.589,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,48510,Callum Montgomery,CENTRAL_DEFENDER,CENTRE_LEFT,PASS,LOW_PASS,FOOT,FOOT_LEFT,,SUCCESS,7.1,-7.3,-7.1,7.3,CBC,MIDDLE_THIRD,CENTER,9.2,12.6,-9.2,-12.6,CBR,MIDDLE_THIRD,RIGHT_HALF_SPACE,11,0,60.1,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,TEAMMATE,113993,20.1,264,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366168,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982532,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
6292366169,2026-08-04,17,2,253928,1918,1,00:17.5010,17.501,0.0001,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,113993,Devon Amoo-Mensah,CENTRAL_DEFENDER,CENTRE_RIGHT,RECEPTION,AVAILABILITY_IN_THE_BACK,FOOT_LOW,FOOT_RIGHT,LOW,,9.2,12.6,-9.2,-12.6,CBR,MIDDLE_THIRD,RIGHT_HALF_SPACE,,,,,,,,11,0,63,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,,,,,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366169,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292366170,2026-08-04,18,2,253928,1918,1,00:17.5011,17.5011,2.4409,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,113993,Devon Amoo-Mensah,CENTRAL_DEFENDER,CENTRE_RIGHT,DRIBBLE,DRIBBLE,FOOT_LOW,FOOT_RIGHT,,SUCCESS,9.2,12.6,-9.2,-12.6,CBR,MIDDLE_THIRD,RIGHT_HALF_SPACE,6.5,11,-6.5,-11,CBR,MIDDLE_THIRD,RIGHT_HALF_SPACE,11,0,63,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,,,,,3.194858969,CARRY,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366170,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292366171,2026-08-04,19,2,253928,1918,1,00:19.9420,19.942,1.407,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,113993,Devon Amoo-Mensah,CENTRAL_DEFENDER,CENTRE_RIGHT,PASS,LOW_PASS,FOOT,FOOT_RIGHT,,SUCCESS,6.5,11,-6.5,-11,CBR,MIDDLE_THIRD,RIGHT_HALF_SPACE,8.3,-9,-8.3,9,CBC,MIDDLE_THIRD,CENTER,11,0,60,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,TEAMMATE,48510,20.1,95.1,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366171,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982532,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
6292366172,2026-08-04,20,2,253928,1918,1,00:21.3490,21.349,0.0001,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,48510,Callum Montgomery,CENTRAL_DEFENDER,CENTRE_LEFT,RECEPTION,AVAILABILITY_IN_THE_BACK,FOOT_LOW,FOOT_LEFT,LOW,,8.3,-9,-8.3,9,CBC,MIDDLE_THIRD,CENTER,,,,,,,,11,0,61.4,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,,,,,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366172,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292366173,2026-08-04,21,2,253928,1918,1,00:21.3491,21.3491,1.1689,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,48510,Callum Montgomery,CENTRAL_DEFENDER,CENTRE_LEFT,DRIBBLE,DRIBBLE,FOOT_LOW,FOOT_LEFT,,SUCCESS,8.3,-9,-8.3,9,CBC,MIDDLE_THIRD,CENTER,7.9,-10.3,-7.9,10.3,CBC,MIDDLE_THIRD,LEFT_HALF_SPACE,11,0,61.4,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,,,,,1.292701743,CARRY,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366173,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292366174,2026-08-04,22,2,253928,1918,1,00:22.5180,22.518,1.417,2026-07-18 19:00:00-04,3510,Detroit City FC,3510,Detroit City FC,IN_POSSESSION,48510,Callum Montgomery,CENTRAL_DEFENDER,CENTRE_LEFT,PASS,LOW_PASS,FOOT,FOOT_RIGHT,,SUCCESS,7.9,-10.3,-7.9,10.3,CBC,MIDDLE_THIRD,LEFT_HALF_SPACE,2.3,-27.3,-2.3,27.3,FBL,MIDDLE_THIRD,LEFT_WING,11,0,61.3,0.002829,0.000578,,MORE_THAN_FOUR_METERS,,,,,TEAMMATE,4464,17.9,71.8,,,,,,,,,,,,,,,4-3-2003,4-3-2003,FALSE,,,6292366174,1918,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000178,-0.000178,,,,,,,,,,,,,,,,0.987394,,,,,,1,,,,,,,,,-0.000178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
